pose,punto,ang optimo,ang medido medio
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,56
downdog,"(24, 26, 28)",174,163
downdog,"(24, 12, 14)",169,141
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,57
downdog,"(24, 26, 28)",174,164
downdog,"(24, 12, 14)",169,145
downdog,"(12, 14, 16)",165,171
downdog,"(12, 24, 26)",56,58
downdog,"(24, 26, 28)",174,166
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",165,175
downdog,"(12, 24, 26)",56,60
downdog,"(24, 26, 28)",174,168
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",165,174
downdog,"(12, 24, 26)",56,60
downdog,"(24, 26, 28)",174,168
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",165,174
downdog,"(12, 24, 26)",56,62
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,149
downdog,"(12, 14, 16)",165,174
downdog,"(12, 24, 26)",56,63
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,149
downdog,"(12, 14, 16)",165,174
downdog,"(12, 24, 26)",56,64
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,148
downdog,"(12, 14, 16)",165,174
downdog,"(12, 24, 26)",56,66
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",165,176
downdog,"(12, 24, 26)",56,67
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",165,178
downdog,"(12, 24, 26)",56,67
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,150
downdog,"(12, 14, 16)",165,177
downdog,"(12, 24, 26)",56,66
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,151
downdog,"(12, 14, 16)",165,175
downdog,"(12, 24, 26)",56,66
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,151
downdog,"(12, 14, 16)",165,175
downdog,"(12, 24, 26)",56,65
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,154
downdog,"(12, 14, 16)",165,176
downdog,"(12, 24, 26)",56,60
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,160
downdog,"(12, 14, 16)",165,175
downdog,"(12, 24, 26)",56,58
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,165
downdog,"(12, 14, 16)",165,172
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,169
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,47
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",165,165
downdog,"(12, 24, 26)",56,49
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,164
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,171
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",165,169
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,49
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",165,169
downdog,"(12, 24, 26)",56,47
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,170
downdog,"(12, 14, 16)",165,169
downdog,"(12, 24, 26)",56,47
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,170
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,48
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,49
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,50
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,172
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,173
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,173
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,174
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,174
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,175
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,174
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,174
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,173
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,173
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,172
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,172
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,171
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",165,169
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,177
downdog,"(12, 14, 16)",165,170
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",165,169
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",165,169
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,178
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",165,169
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",165,169
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,177
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,169
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,176
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,175
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,55
downdog,"(24, 26, 28)",174,174
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,54
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,165
downdog,"(12, 24, 26)",56,53
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,170
downdog,"(12, 14, 16)",165,165
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,170
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,171
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,172
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,171
downdog,"(24, 12, 14)",169,173
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,174
downdog,"(12, 14, 16)",165,166
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,175
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,176
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,167
downdog,"(12, 24, 26)",56,51
downdog,"(24, 26, 28)",174,172
downdog,"(24, 12, 14)",169,179
downdog,"(12, 14, 16)",165,168
downdog,"(12, 24, 26)",56,52
downdog,"(24, 26, 28)",174,173
downdog,"(24, 12, 14)",169,178
downdog,"(12, 14, 16)",165,168
